county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"White Pine County, NV",10057,457.3928607,0,11,1,34,61,58,4,1
"Sussex County, DE",206649,457.297156,6,72,170,697,1850,4502,210,8
"Kanawha County, WV",191275,455.3653117,11,55,148,657,1540,4835,359,58
"Meigs County, TN",11649,454.9746759,2,9,1,41,75,166,36,4
"Richmond County, GA",202003,454.9437385,28,90,546,255,3186,7591,1193,51
"Iron County, MO",10344,454.3696829,1,1,3,42,47,56,10,2
"Newberry County, SC",37521,453.0796088,1,4,22,143,264,763,40,5
"Morris County, TX",12834,451.9245753,0,1,4,53,114,179,4,2
"Florence County, SC",138326,451.8311814,6,38,133,448,1466,4214,361,10
"Hunt County, TX",87048,451.4750482,1,21,65,306,869,1825,169,10
"Roosevelt County, NM",19955,451.0147833,0,16,3,71,219,348,32,0
"Claiborne Parish, LA",16650,450.4504505,0,9,6,60,131,219,32,3
"Canadian County, OK",126123,450.3540195,7,51,107,403,1200,2956,460,20
"Schenectady County, NY",155333,450.0009657,7,37,227,428,1059,3626,191,71
"Liberty County, TX",76907,449.8940279,1,18,36,291,544,1587,196,13
"Russell County, AL",59585,449.7776286,2,24,70,172,776,1484,218,0
"Inyo County, CA",18467,449.4503709,0,4,4,75,103,211,11,0
"Saluda County, SC",20091,447.9617739,0,4,6,80,160,250,28,1
"Lawrence County, MO",38185,447.8198245,1,7,6,157,330,825,87,3
"Charlottesville city, VA",44349,446.4587702,2,16,50,130,165,1250,94,9
"Hamilton County, OH",804520,445.8559141,58,296,2077,1156,8318,23723,1601,443
"Los Angeles County, CA",10017068,444.800814,600,1976,18923,23057,49107,142604,40555,2210
"Mercer County, NJ",370414,444.6376217,26,50,760,811,2447,5057,715,38
"Rutherford County, TN",281029,444.0822833,6,93,195,954,1694,5162,396,14
"Walker County, AL",65998,443.9528471,2,16,56,219,780,1839,170,11
"Leavenworth County, KS",78185,443.8191469,0,24,34,289,464,1142,115,34
"Scott County, IA",170385,443.70103,4,50,156,546,1059,3489,313,21
"Benton County, MO",18932,443.6932178,1,13,4,66,191,314,19,1
"Putnam County, TN",73525,443.3866032,0,21,34,271,711,2075,123,6
"Dallas County, TX",2480331,442.965072,165,706,4889,5227,25141,59144,10235,692
"Anne Arundel County, MD",555743,442.1108318,13,100,538,1806,2588,11324,888,65
"Guilford County, NC",506610,441.7599337,28,93,753,1364,5151,12198,933,183
"Iron County, WI",5886,441.7261298,0,0,0,26,21,59,0,0
"Hudson County, NJ",660282,441.3265847,15,84,1323,1493,2664,8135,1504,38
"Jefferson Parish, LA",434767,440.2358045,37,85,501,1291,3124,11741,997,98
"Grenada County, MS",21612,439.5706089,7,5,21,61,278,367,24,0
"Catahoula Parish, LA",10238,439.5389725,3,1,9,32,46,103,4,0
"Franklin County, OH",1212263,438.0237622,80,644,3296,1291,16769,34668,3783,587
"Alamance County, NC",154378,436.5907059,4,35,138,497,1438,3530,250,14
"Madison Parish, LA",11927,435.9855789,0,0,2,50,99,389,1,0
"Gulf County, FL",15829,435.908775,1,4,5,59,125,134,8,2
"Monroe County, TN",45265,435.2148459,5,3,10,179,337,882,98,13
"Randolph County, WV",29415,435.1521333,2,14,5,107,158,508,25,7
"Monterey County, CA",428826,435.1415259,45,94,706,1021,2912,5612,1774,64
"Washington County, AR",216410,434.8227901,7,131,70,733,1285,5033,331,30
"Laclede County, MO",35667,434.5753778,1,6,5,143,158,784,42,4
"Solano County, CA",424788,434.5697148,28,115,659,1044,4322,6435,2433,118
"Wilbarger County, TX",13131,434.0872744,1,14,1,41,89,258,16,6
"Sweetwater County, WY",45237,433.2736477,3,18,5,170,120,794,38,7
"Hemphill County, TX",4158,432.9004329,0,0,0,18,16,44,6,0
"San Bernardino County, CA",2088371,432.4902041,102,422,2923,5585,18788,32802,11509,367
"Forest County, PA",7631,432.4465994,2,4,0,27,83,71,4,3
"Tuscaloosa County, AL",200821,432.2257134,10,56,234,568,1932,5013,367,28
"Berrien County, MI",155252,432.2005514,3,97,111,460,1188,3255,186,33
"DeSoto County, FL",34517,431.6713503,1,6,30,112,319,487,23,4
"Spartanburg County, SC",290969,431.3174256,10,104,233,908,2450,6573,633,54
"Volusia County, FL",500800,431.3099042,19,96,422,1623,4095,12072,1046,29
"Bexar County, TX",1817610,431.0605685,101,649,2038,5047,18580,69589,7155,336
"Worcester County, MA",809106,430.9694898,14,177,631,2665,4731,11446,877,67
"Wichita County, TX",132047,430.1498709,6,46,154,362,1439,3973,264,11
"Clay County, AL",13486,430.075634,0,0,3,55,26,95,11,24
"Black Hawk County, IA",132546,430.0393826,5,93,75,397,1061,2418,140,28
"Webb County, TX",262495,429.3415113,8,86,187,846,1825,8845,410,87
"Lawrence County, TN",41990,428.6734937,2,9,8,160,363,823,51,12
"Pierce County, WA",819743,428.3049688,38,289,910,2274,9180,20856,3967,169
"Polk County, GA",41183,427.3608042,3,12,49,112,580,1254,91,5
"Kent County, MD",19944,426.1933414,0,7,21,57,113,235,10,1
"Cowley County, KS",36204,425.3673627,0,18,4,132,259,820,63,8
"Barton County, KS",27509,425.3153513,0,11,8,98,237,721,49,6
"Hockley County, TX",23530,424.9893753,1,16,9,74,223,418,11,3
"Schoolcraft County, MI",8247,424.3967503,0,15,1,19,71,143,4,3
"Webster County, IA",37044,423.8203218,0,24,16,117,241,1030,71,10
"Rusk County, TX",53622,423.3337063,0,16,24,187,381,1040,72,7
"Jackson County, FL",48922,423.1225216,0,17,27,163,245,577,24,5
"Warren County, IL",17726,423.1073,0,4,2,69,133,460,10,4
"Cumberland County, TN",57466,422.8587339,2,18,22,201,581,1292,96,14
"Stone County, MO",31297,421.7656644,1,5,1,125,160,396,37,5
"McLennan County, TX",241481,421.5652577,9,115,218,676,2237,6380,286,63
"Trousdale County, TN",7828,421.5636178,0,3,1,29,31,118,5,0
"Barnstable County, MA",214990,421.4149495,1,63,79,763,2223,3459,156,36
"Coffee County, GA",43220,421.101342,4,22,55,101,479,1458,56,7
"Winkler County, TX",7606,420.7204838,0,0,1,31,17,41,6,0
"Wayne County, NC",124583,420.603132,20,8,108,388,1576,2981,263,6
"La Salle Parish, LA",14777,419.5709549,0,1,0,61,24,89,11,0
"White County, TN",26244,419.1434233,1,6,6,97,169,518,51,5
"Stonewall County, TX",1432,418.9944134,0,0,0,6,2,2,1,0
"Tipton County, TN",61586,418.9263794,5,19,32,202,368,901,87,5
"Brazos County, TX",203164,418.8734225,5,67,109,670,1287,4322,164,24
"Dorchester County, SC",145397,418.1654367,8,42,129,429,973,3223,414,13
"Finney County, KS",37098,417.812281,0,20,12,123,150,832,28,15
"Newport News city, VA",182020,416.9871443,21,52,271,415,1038,4615,265,71
"Jasper County, MO",116398,416.673826,3,46,71,365,1054,4147,368,39
"Tarrant County, TX",1911541,416.156389,73,687,2167,5028,16077,46906,4559,228
"Cherokee County, AL",26203,415.9829027,1,4,2,102,329,610,75,12
"Cole County, MO",76699,415.9115503,2,16,41,260,332,1529,61,10
"Desha County, AR",12505,415.8336665,0,6,8,38,106,175,13,3
"Hopewell city, VA",22163,415.1062582,2,3,32,55,209,617,54,5
"Lake County, IN",491456,414.6861571,62,122,685,1169,4241,12146,1911,154
"Orangeburg County, SC",90942,414.5499329,13,32,117,214,1353,2713,486,23
"Huerfano County, CO",6519,414.1739531,0,4,6,17,47,97,11,0
"Pike County, AL",33339,413.929632,4,6,21,107,316,779,61,7
"Polk County, MO",30974,413.2498224,1,8,2,117,215,525,26,2
"Oglethorpe County, GA",14548,412.4278251,1,12,4,43,112,320,12,1
"Zavala County, TX",12156,411.319513,1,0,2,47,58,93,9,0
"Dale County, AL",49884,410.9534119,1,8,32,164,325,930,63,13
"Dallam County, TX",7057,410.9394927,1,4,1,23,51,120,9,1
"Mendocino County, CA",87192,410.5881274,6,27,46,279,563,981,190,38
"Vernon County, MO",20949,410.5207886,0,4,9,73,242,870,72,5
"Lassen County, CA",32163,410.4094767,1,8,11,112,166,334,31,9
"Maricopa County, AZ",4009412,410.2097764,208,1088,5341,9810,32859,90864,11818,758
"Hennepin County, MN",1198778,410.0842691,49,586,2083,2198,7820,29171,2592,221
"Allegheny County, PA",1231527,409.4916311,81,125,1732,3105,5727,19160,1167,408
"Ellis County, KS",29061,409.4835002,0,7,8,104,114,638,46,5
"Ware County, GA",35709,408.8605114,3,7,44,92,309,1275,56,8
"Childress County, TX",7095,408.7385483,0,0,1,28,36,56,7,0
"Hidalgo County, NM",4654,408.2509669,0,0,4,15,9,19,3,2
"Bartow County, GA",101273,407.8085966,2,23,38,350,1032,2545,287,6
"Hardin County, IL",4181,406.6012916,0,0,1,16,1,8,1,0
"Clay County, FL",196399,406.3157144,7,49,86,656,842,3330,126,22
"Elkhart County, IN",200563,405.8575111,8,61,149,596,1247,3629,334,34
"Washington County, TN",125546,404.632565,1,20,60,427,1004,2943,157,23
"Bell County, TX",326843,402.9457568,17,140,348,812,2792,6589,335,51
"Cedar County, MO",13913,402.5012578,0,5,4,47,99,227,7,2
"Charleston County, SC",372803,402.3572772,26,95,348,1031,1876,8817,891,38
"Camden County, GA",51476,402.1291476,2,7,23,175,343,1055,46,5
"Greene County, TN",68267,401.3652277,5,15,41,213,626,1402,128,14
"Houston County, AL",103668,401.2810125,7,42,108,259,1095,2380,184,18
"Curry County, NM",50598,401.2016285,4,26,22,151,729,1558,85,35
"Contra Costa County, CA",1094205,400.6561842,56,169,1603,2556,8556,16973,7258,164
"Wilson County, NC",81667,400.406529,9,6,78,234,895,1938,138,17
"Wharton County, TX",41216,400.3299689,1,8,24,132,296,796,40,9
"Mariposa County, CA",17755,399.8873557,3,2,2,64,93,222,22,0
"Montgomery County, OH",535846,399.5550961,32,251,933,925,5833,12696,1261,218
"Pitt County, NC",174263,399.3963148,11,36,207,442,1763,3982,188,4
"La Paz County, AZ",20324,398.5435938,0,0,2,79,151,408,54,0
"Monroe County, PA",167148,398.4492785,4,50,95,517,1202,3185,99,19
"Fredericksburg city, VA",28132,398.1231338,2,1,21,88,87,991,21,11
"Massac County, IL",15073,398.0627612,1,11,3,45,45,287,11,0
"Logan County, WV",35987,397.3657154,3,8,8,124,117,381,61,0
"Montgomery County, AL",226659,396.6310625,45,45,465,344,3656,7855,1171,66
"Lake County, MT",29017,396.319399,1,12,1,101,134,522,69,5
"Pulaski County, MO",53748,396.2938156,3,16,18,176,349,744,46,6
"Kent County, MI",621700,395.6892392,22,214,639,1585,3878,10346,613,129
"Sequatchie County, TN",14681,395.0684558,0,3,3,52,114,287,38,7
"Robertson County, TN",67383,394.7583218,3,20,53,190,305,1036,67,5
"Henry County, MO",22059,394.3968448,0,4,3,80,227,523,46,3
"Clarke County, GA",121265,394.1780398,5,55,162,256,1193,3470,255,25
"Dunklin County, MO",31712,394.172553,0,17,11,97,325,893,63,16
"St. Lucie County, FL",286832,393.958833,7,104,223,796,2001,4673,273,15
"Uvalde County, TX",26926,393.6715442,3,7,3,93,181,595,22,4
"Franklin city, VA",8638,393.6096319,1,4,11,18,40,304,18,1
"New Haven County, CT",862287,392.9086256,33,140,1351,1864,4218,18049,2108,58
"McMullen County, TX",764,392.6701571,0,0,0,3,9,27,7,0
"Walker County, TX",68817,392.3449148,1,45,15,209,434,937,56,4
"Bacon County, GA",11216,392.296719,0,7,12,25,43,113,5,0
"Smith County, TX",216080,391.9844502,6,91,115,635,1890,4673,320,20
"Warren County, MS",48218,391.9698038,2,26,31,130,368,1210,80,5
"New Hanover County, NC",213267,391.5279907,9,46,300,480,2447,6038,500,20
"Harvey County, KS",34741,391.4682939,0,17,5,114,236,658,37,3
"El Paso County, TX",827718,391.4376636,28,220,507,2485,2361,15563,1354,118
"Garland County, AR",97173,388.9969436,10,37,63,268,1612,3379,240,2
"Sierra County, NM",11572,388.8696854,1,3,1,40,86,184,21,0
"Yuba County, CA",73340,388.6010363,6,27,39,213,612,1148,253,27
"Henry County, AL",17296,387.372803,4,5,6,52,140,186,17,4
"Lincoln County, GA",7751,387.0468327,0,0,4,26,59,152,8,0
"Clark County, AR",22743,386.9322429,5,10,4,69,201,486,19,1
"Colquitt County, GA",46275,386.8179363,4,11,41,123,403,1250,65,9
"Roosevelt County, MT",11125,386.5168539,0,6,1,36,51,207,12,2
"Santa Cruz County, CA",269419,386.3870031,10,76,220,735,1633,6104,972,43
"Bienville Parish, LA",13981,386.2384665,0,4,5,45,60,118,10,0
"Macon County, IL",109278,386.17105,6,35,111,270,1090,1776,97,35
"Jennings County, IN",28241,385.9636698,0,8,0,102,310,420,15,0
"Chatham County, GA",278434,385.7287544,24,39,537,474,2458,6876,759,39
"Shannon County, MO",8297,385.6815717,0,2,0,30,28,91,12,0
"Jackson County, AL",52951,385.2618459,0,17,2,185,452,858,84,11
"Caddo County, OK",29594,385.2132189,1,8,3,102,178,286,35,8
"Adams County, IA",3894,385.2080123,0,1,0,14,11,36,2,0
"Liberty County, GA",64135,385.1251267,2,26,41,178,601,1482,79,6
"Panola County, MS",34402,383.6986222,5,5,6,116,627,1005,29,0
"Bedford County, TN",45901,383.4339121,1,19,16,140,236,658,33,2
"Vermilion Parish, LA",59253,383.1029653,7,18,32,170,458,918,47,0
"Buchanan County, MO",89631,382.6800995,1,22,93,227,1065,3573,384,29
"Terrebonne Parish, LA",112749,382.2650312,5,26,100,300,764,3386,243,8
"Ford County, KS",34819,381.9753583,2,24,16,91,300,864,42,9
"Angelina County, TX",87441,381.9718439,5,29,53,247,789,2223,108,11
"Berkeley County, SC",194020,381.9193898,16,64,134,527,1425,4061,513,62
"Irwin County, GA",9427,381.8818288,0,9,0,27,73,171,11,2
"Niagara County, NY",214249,381.7987482,4,47,207,560,1437,4425,228,61
"DeKalb County, AL",71013,381.6202667,0,20,9,242,558,1085,131,10
"Stephens County, GA",25683,381.5753611,4,5,15,74,161,733,20,0
"Livingston Parish, LA",134053,381.1925134,1,12,60,437,938,2678,126,0
"Navarro County, TX",48038,380.9484158,0,30,37,116,579,1230,56,1
"Giles County, TN",28746,379.1831907,1,10,13,85,210,441,19,4
"El Paso County, CO",655044,379.058506,20,448,566,1449,4680,14760,2068,117
"Butler County, OH",371272,378.9674417,10,194,305,897,3621,11081,421,96
"Jasper County, TX",35649,378.6922494,2,32,7,94,201,554,21,1
"Pickens County, SC",119829,378.0387052,9,34,41,369,1017,3346,333,12
"Warren County, TN",39965,377.8306018,1,16,9,125,262,718,74,7
"Elbert County, GA",19599,377.5702842,2,3,9,60,204,523,34,0
"Summit County, OH",541824,377.428833,27,256,656,1105,4547,11196,997,145
"Santa Barbara County, CA",435697,377.0969275,6,146,311,1180,2430,6933,801,54
"Terrell County, GA",9022,376.8565728,2,1,1,30,81,61,6,2
"San Benito County, CA",57600,376.7361111,1,15,33,168,357,562,104,12
"Scott County, KY",49947,376.3989829,1,26,33,127,352,1001,71,4
"Charles County, MD",152864,376.1513502,6,32,154,383,615,2549,186,30
"Allendale County, SC",9839,376.0544771,0,1,4,32,151,176,14,3
"Grimes County, TX",26859,376.0378272,1,7,8,85,187,339,42,0
"Kalamazoo County, MI",256725,375.8885967,13,149,223,580,1635,5447,320,61
"Crawford County, GA",12504,375.8797185,1,1,6,39,162,262,20,0
"Washoe County, NV",433731,375.8089692,12,75,411,1132,2626,7466,1228,66
"Assumption Parish, LA",23187,375.2102471,2,13,7,65,96,290,21,3
"Onondaga County, NY",468387,374.9036587,15,111,539,1091,2988,8553,592,63
"Rock Island County, IL",147258,374.8523,4,42,80,426,721,3039,119,26
"Gaston County, NC",209420,374.8448095,6,50,194,535,1826,4872,377,49
"Anderson County, TX",57938,374.5382996,3,22,23,169,427,847,93,7
"Essex County, MA",762550,374.1394007,8,146,561,2138,2930,9992,1459,36
"Atkinson County, GA",8290,373.9445115,1,2,4,24,72,138,7,0
"Henderson County, TX",78675,373.6892278,2,48,18,226,657,1262,172,7
"Wyoming County, WV",23019,373.6044137,1,5,7,73,131,266,25,3
"Hart County, GA",25446,373.3396212,0,3,6,86,200,677,14,0
"Campbell County, TN",40238,372.7819474,1,19,25,105,591,996,59,20
"Winston County, AL",24146,372.7325437,1,12,3,74,177,385,48,6
"Douglas County, KS",114322,372.6316894,0,60,57,309,745,3625,219,39
"Mason County, IL",14248,371.9820326,0,10,3,40,46,134,15,0
"Kent County, TX",807,371.7472119,0,0,0,3,5,7,1,0
"Sunflower County, MS",27997,371.4683716,2,5,28,69,275,552,4,0
"Cass County, MN",28555,371.2134477,3,84,1,18,216,785,58,2
"Columbus County, NC",57246,370.3315515,4,17,55,136,959,1325,123,14
"Fayette County, KY",308428,369.9404723,16,131,618,377,3087,10620,972,72
"Seminole County, GA",8945,368.921185,1,1,4,27,55,125,5,0
"San Diego County, CA",3211252,368.6724057,107,692,3200,7840,14076,43412,12136,346
"Williams County, ND",29595,368.305457,1,17,2,89,92,793,172,5
"Brown County, TX",37749,368.2216747,3,18,10,108,214,935,30,5
"Kay County, OK",45633,368.1546249,0,29,33,106,323,1143,70,16
"Taylor County, TX",134117,367.5894928,3,42,126,322,1083,3256,178,19
"Musselshell County, MT",4629,367.249946,0,6,0,11,11,74,6,1
"Spokane County, WA",479398,366.5013204,18,139,658,942,6147,19138,2910,98
"Mercer County, WV",61984,366.2235416,5,7,34,181,523,968,112,6
"Rhea County, TN",32513,366.0074432,0,4,8,107,201,483,74,1
"Marshall County, IA",40994,365.9072059,1,1,6,142,319,634,45,11
"Chesapeake city, VA",230571,365.1803566,12,36,202,592,1044,5041,293,27
"Morgan County, TN",21915,365.0467716,2,5,4,69,161,270,31,1
"Plymouth County, MA",501915,365.0020422,7,94,307,1424,2429,6462,408,65
"Boone County, MO",170773,364.8117677,3,46,180,394,1023,4327,200,24
"Lancaster County, NE",297036,364.6022704,4,192,201,686,1755,8718,323,32
"Allegany County, MD",73521,364.5217013,3,22,42,201,571,1907,67,13
"Caldwell County, TX",39232,364.4983687,0,21,15,107,223,523,40,2
"Monroe County, AR",7682,364.4884145,1,3,5,19,57,133,6,2
"Pratt County, KS",9878,364.4462442,0,3,1,32,64,205,19,2
"Mahoning County, OH",233869,364.3065135,25,60,311,456,2855,4970,436,283
"Scurry County, TX",17302,364.1197549,1,9,4,49,108,260,20,1
"Glacier County, MT",13739,363.9275056,1,2,0,47,39,120,10,0
"Dixie County, FL",15940,363.8644918,0,5,5,48,213,194,27,4
"Oregon County, MO",10996,363.7686431,1,0,1,38,38,70,3,3
"Reynolds County, MO",6599,363.6914684,3,0,0,21,33,41,6,7
"Jackson County, AR",17615,363.3267102,0,10,15,38,235,557,50,7
"Newton County, GA",102446,363.1181305,5,26,54,287,986,1612,248,11
"Lamar County, TX",49426,362.1575689,5,10,37,127,441,1267,42,0
"Cape Girardeau County, MO",77320,362.131402,3,15,68,194,691,2528,105,22
"Sonoma County, CA",495025,362.0019191,4,152,232,1404,1826,5982,706,62
"Drew County, AR",18785,361.9909502,1,8,5,54,151,423,23,2
"Bladen County, NC",34843,361.6221336,2,2,20,102,454,961,41,13
"Walton County, FL",59807,361.1617369,1,14,18,183,375,980,70,5
"Worcester County, MD",51620,360.3254553,1,16,31,138,432,1750,33,9
"Poinsett County, AR",24145,360.3230483,2,23,7,55,217,424,16,5
"Lincoln County, OR",46350,360.3020496,0,19,16,132,320,973,60,17
"Yakima County, WA",247044,359.4501384,19,76,218,575,3051,5578,1684,54
"Washington County, IA",22015,358.8462412,0,13,1,65,61,103,9,1
"Atchison County, KS",16749,358.2303421,0,2,6,52,112,343,22,6
"Robertson County, TX",16486,357.8794128,0,3,5,51,126,194,11,6
"Rockdale County, GA",86919,357.8043926,1,14,56,240,804,2234,271,3
"Navajo County, AZ",107322,357.8017555,3,13,13,355,659,1702,88,8
"Fannin County, GA",23760,357.7441077,0,3,2,80,172,285,39,4
"Henry County, VA",52617,357.2989718,5,10,28,145,380,823,75,6
"Franklin County, IL",39202,357.1246365,0,6,9,125,257,522,39,2
"Gilpin County, CO",5601,357.079093,0,3,0,16,28,185,9,0
"Floyd County, GA",95821,356.9154987,5,25,56,256,903,2700,144,36
"Monroe County, NY",749606,356.854134,41,175,1011,1447,4968,16774,976,233
"Amador County, CA",36519,355.9790794,0,5,14,111,241,512,44,2
"Ouachita County, AR",25002,355.9715223,2,1,11,75,240,471,8,3
"Boone County, AR",37396,355.653011,1,21,3,108,292,737,71,9
"Orange County, TX",82957,355.6059163,1,16,47,231,675,1401,184,5
"Santa Fe County, NM",147423,355.4397889,6,24,136,358,2735,2421,252,31
"Pasquotank County, NC",39981,355.1687051,3,0,39,100,348,626,30,7
"Chilton County, AL",43951,354.9407294,0,13,14,129,389,886,87,8
"Suwannee County, FL",43734,354.415329,1,2,17,135,337,402,26,1
"Hillsborough County, FL",1291578,353.8307404,53,187,1130,3200,7139,21548,1811,110
"Obion County, TN",31131,353.3455398,0,11,12,87,220,828,35,9
"St. Martin Parish, LA",52936,353.2567629,3,6,16,162,185,823,13,0
"Floyd County, TX",6230,353.1300161,1,2,1,18,41,67,8,5
"Williamson County, IL",66924,352.6388142,0,14,14,208,507,429,66,6
"Juneau City and Borough, AK",32660,352.1126761,0,9,16,90,94,975,30,9
"Beaufort County, NC",47464,351.8456093,1,7,36,123,504,1007,33,12
"Caldwell County, MO",9097,351.7643179,0,1,0,31,72,108,6,0
"Caroline County, MD",32693,351.7572569,3,11,21,80,336,572,40,10
"Limestone County, TX",23326,351.5390551,2,10,7,63,246,380,46,6
"Elko County, NV",52384,351.2522908,6,39,10,129,343,778,137,4
"Mitchell County, TX",9402,350.9891512,0,0,0,33,83,114,3,2
"Tillman County, OK",7711,350.1491376,0,1,2,24,68,108,5,4
"Granville County, NC",58275,350.0643501,0,5,46,153,712,1032,62,10
