CITY,STATE,NAME,COUNTY
SEWICKLEY,PA,2,ALLEGHENY
SEYMOUR,IN,1,JACKSON
SEYMOUR,TX,1,BAYLOR
SHAKOPEE,MN,1,SCOTT
SHAMROCK,TX,1,WHEELER
SHARON,CT,1,LITCHFIELD
SHARON,PA,1,MERCER
SHATTUCK,OK,1,ELLIS
SHAWANO,WI,2,SHAWANO
SHAWNEE,OK,2,POTTAWATOMIE
SHAWNEE MISSION,KS,2,JOHNSON
SHEBOYGAN,WI,2,SHEBOYGAN
SHEFFIELD,AL,1,COLBERT
SHELBY,MI,1,OCEANA
SHELBY,MT,1,TOOLE
SHELBY,NC,2,CLEVELAND
SHELBY,OH,1,RICHLAND
SHELBYVILLE,IL,1,SHELBY
SHELBYVILLE,IN,1,SHELBY
SHELBYVILLE,KY,1,SHELBY
SHELBYVILLE,TN,2,BEDFORD
SHELDON,IA,1,O'BRIEN
SHELL LAKE,WI,1,WASHBURN
SHELTON,WA,1,MASON
SHENANDOAH,IA,1,PAGE
SHENANDOAH,TX,2,MONTGOMERY
SHERIDAN,MI,1,MONTCALM
SHERIDAN,MT,1,MADISON
SHERIDAN,WY,2,SHERIDAN
SHERMAN,TX,6,GRAYSON
SHERMAN OAKS,CA,1,LOS ANGELES
SHERWOOD,AR,2,PULASKI
SHILOH,IL,1,ST. CLAIR
SHIPPENSBURG,PA,1,FRANKLIN
SHIPROCK,NM,1,SAN JUAN
SHOW LOW,AZ,1,NAVAJO
SHREVEPORT,LA,13,CADDO
SIBLEY,IA,1,OSCEOLA
SIDNEY,MT,1,RICHLAND
SIDNEY,NE,2,CHEYENNE
SIDNEY,NY,1,DELAWARE
SIDNEY,OH,1,SHELBY
SIERRA VISTA,AZ,3,COCHISE
SIGOURNEY,IA,1,KEOKUK
SIKESTON,MO,1,SCOTT
SILER CITY,NC,1,CHATHAM
SILOAM SPRINGS,AR,2,BENTON
SILVER CITY,NM,1,GRANT
SILVER SPRING,MD,2,"[""PRINCE GEORGE'S"" 'MONTGOMERY']"
SILVER SPRINGS,NV,1,LYON
SILVERDALE,WA,2,KITSAP
SILVERTON,OR,1,MARION
SILVIS,IL,1,ROCK ISLAND
SIMI VALLEY,CA,1,VENTURA
SIMPSONVILLE,SC,1,GREENVILLE
SIOUX CENTER,IA,2,SIOUX
SIOUX CITY,IA,3,WOODBURY
SIOUX FALLS,SD,10,['MINNEHAHA' 'LINCOLN']
SISSETON,SD,1,ROBERTS
SISTERSVILLE,WV,1,TYLER
SITKA,AK,2,SITKA
SKOKIE,IL,1,COOK
SKOWHEGAN,ME,1,SOMERSET
SLAYTON,MN,1,MURRAY
SLEEPY EYE,MN,1,BROWN
SLEEPY HOLLOW,NY,1,WESTCHESTER
SLIDELL,LA,5,ST. TAMMANY
SMITH CENTER,KS,1,SMITH
SMITHFIELD,NC,1,JOHNSTON
SMITHTOWN,NY,1,SUFFOLK
SMITHVILLE,MO,1,CLAY
SMITHVILLE,TN,1,DEKALB
SMITHVILLE,TX,1,BASTROP
SMYRNA,GA,2,COBB
SMYRNA,TN,1,RUTHERFORD
SNEEDVILLE,TN,1,HANCOCK
SNELLVILLE,GA,1,GWINNETT
SNOQUALMIE,WA,2,KING
SNYDER,TX,1,SCURRY
SOCORRO,NM,1,SOCORRO
SODA SPRINGS,ID,1,CARIBOU
SOLDOTNA,AK,1,KENAI PENINSULA
SOLVANG,CA,1,SANTA BARBARA
SOMERS POINT,NJ,1,ATLANTIC
SOMERSET,KY,1,PULASKI
SOMERSET,PA,1,SOMERSET
SOMERVILLE,MA,1,MIDDLESEX
SOMERVILLE,NJ,1,SOMERSET
SOMERVILLE,TN,1,FAYETTE
SONOMA,CA,1,SONOMA
SONORA,CA,3,TUOLUMNE
SONORA,TX,1,SUTTON
SOUTH BEND,IN,2,ST. JOSEPH
SOUTH BEND,WA,1,PACIFIC
SOUTH BOSTON,VA,1,HALIFAX
SOUTH CHARLESTON,WV,1,KANAWHA
SOUTH EL MONTE,CA,1,LOS ANGELES
SOUTH HAVEN,MI,1,VAN BUREN
SOUTH HILL,VA,1,MECKLENBURG
SOUTH JORDAN,UT,1,SALT LAKE
SOUTH LAKE TAHOE,CA,1,EL DORADO
SOUTH MIAMI,FL,1,MIAMI-DADE
SOUTH SAN FRANCISCO,CA,1,SAN MATEO
SOUTH WILLIAMSON,KY,1,PIKE
SOUTHAMPTON,NY,1,SUFFOLK
SOUTHAVEN,MS,1,DESOTO
SOUTHBRIDGE,MA,1,WORCESTER
SOUTHFIELD,MI,3,OAKLAND
SOUTHLAKE,TX,2,TARRANT
SOUTHPORT,NC,1,BRUNSWICK
SPARKS,NV,4,WASHOE
SPARTA,IL,1,RANDOLPH
SPARTA,NC,1,ALLEGHANY
SPARTA,TN,1,WHITE
SPARTA,WI,1,MONROE
SPARTANBURG,SC,5,SPARTANBURG
SPEARFISH,SD,2,LAWRENCE
SPEARMAN,TX,1,HANSFORD
SPENCER,IA,1,CLAY
SPENCER,WV,1,ROANE
SPIRIT LAKE,IA,1,DICKINSON
SPOKANE,WA,8,SPOKANE
SPOONER,WI,2,WASHBURN
SPRING,TX,2,HARRIS
SPRING HILL,FL,1,HERNANDO
SPRING VALLEY,IL,1,BUREAU
SPRINGDALE,AR,3,WASHINGTON
SPRINGERVILLE,AZ,1,APACHE
SPRINGFIELD,CO,1,BACA
SPRINGFIELD,GA,1,EFFINGHAM
SPRINGFIELD,IL,4,SANGAMON
SPRINGFIELD,MA,4,HAMPDEN
SPRINGFIELD,MN,1,BROWN
SPRINGFIELD,MO,8,GREENE
SPRINGFIELD,OH,5,CLARK
SPRINGFIELD,OR,2,LANE
SPRINGFIELD,PA,1,DELAWARE
SPRINGFIELD,TN,1,ROBERTSON
SPRINGFIELD,VT,1,WINDSOR
SPRINGHILL,LA,1,WEBSTER
SPRINGVILLE,NY,1,ERIE
SPRUCE PINE,NC,1,MITCHELL
ST CLOUD,MN,1,STEARNS
ST CROIX,VI,1,NOT AVAILABLE
ST FRANCIS,KS,1,CHEYENNE
ST JAMES,MN,1,WATONWAN
ST JOSEPH,MI,1,BERRIEN
ST LOUIS PARK,MN,1,HENNEPIN
ST MARYS,KS,1,POTTAWATOMIE
ST MARYS,PA,1,ELK
ST PAUL,MN,6,RAMSEY
ST PAUL,NE,1,HOWARD
ST PETER,MN,1,NICOLLET
ST THOMAS,VI,1,NOT AVAILABLE
ST. ALBANS,VT,1,FRANKLIN
ST. CHARLES,MO,3,ST. CHARLES
ST. HELENA,CA,1,NAPA
ST. JOHNSBURY,VT,1,CALEDONIA
ST. JOSEPH,MO,3,BUCHANAN
ST. LOUIS,MO,24,['ST. LOUIS' 'ST. LOUIS CITY']
ST. MARIES,ID,1,BENEWAH
ST. MARYS,GA,1,CAMDEN
ST. PETERS,MO,1,ST. CHARLES
ST. SIMONS,GA,1,GLYNN
STAFFORD,KS,1,STAFFORD
STAFFORD,TX,1,FORT BEND
STAFFORD,VA,1,STAFFORD
STAFFORD SPRINGS,CT,1,TOLLAND
STAMFORD,CT,1,FAIRFIELD
STAMFORD,TX,1,JONES
STANDISH,MI,1,ARENAC
STANFORD,KY,1,LINCOLN
STANLEY,ND,1,MOUNTRAIL
STANLEY,WI,1,CLARK
STANTON,TX,2,MARTIN
STAPLES,MN,1,TODD
STAR LAKE,NY,1,ST. LAWRENCE
STARKE,FL,1,BRADFORD
STARKVILLE,MS,1,OKTIBBEHA
STATE COLLEGE,PA,1,CENTRE
STATEN ISLAND,NY,6,RICHMOND
STATESBORO,GA,2,BULLOCH
STATESVILLE,NC,2,IREDELL
STAUNTON,IL,1,MACOUPIN
STAUNTON,VA,2,STAUNTON
STAYTON,OR,1,MARION
STE GENEVIEVE,MO,1,STE. GENEVIEVE
STEAMBOAT SPRINGS,CO,1,ROUTT
STEPHENVILLE,TX,1,ERATH
STERLING,CO,1,LOGAN
STERLING,IL,1,WHITESIDE
STEUBENVILLE,OH,3,JEFFERSON
STEVENS POINT,WI,1,PORTAGE
STIGLER,OK,1,HASKELL
STILLWATER,MN,1,WASHINGTON
STILLWATER,OK,1,PAYNE
STILWELL,OK,1,ADAIR
STOCKBRIDGE,GA,2,HENRY
STOCKTON,CA,4,SAN JOAQUIN
STONY BROOK,NY,1,SUFFOLK
STORM LAKE,IA,1,BUENA VISTA
STORY CITY,IA,1,STORY
STOUGHTON,MA,2,NORFOLK
STOUGHTON,WI,1,DANE
STRATFORD,NJ,1,CAMDEN
STREAMWOOD,IL,1,COOK
STREATOR,IL,1,LA SALLE
STROUD,OK,1,LINCOLN
STROUDSBURG,PA,1,MONROE
STUART,FL,4,MARTIN
STUART,VA,1,PATRICK
STURGEON BAY,WI,1,DOOR
STURGIS,MI,1,ST. JOSEPH
STURGIS,SD,1,MEADE
STUTTGART,AR,1,ARKANSAS
SUFFERN,NY,1,ROCKLAND
SUFFOLK,VA,3,SUFFOLK
SUGAR LAND,TX,9,FORT BEND
SULLIVAN,IN,1,SULLIVAN
SULLIVAN,MO,1,DENT
SULPHUR,LA,2,CALCASIEU
SULPHUR,OK,1,MURRAY
SULPHUR SPRINGS,TX,1,HOPKINS
SUMMERSVILLE,WV,1,NICHOLAS
SUMMERVILLE,GA,1,CHATTOOGA
SUMMERVILLE,SC,1,DORCHESTER
SUMMIT,NJ,2,UNION
SUMMIT,WI,1,WAUKESHA
SUMNER,IA,1,BREMER
SUMTER,SC,1,SUMTER
SUN CITY,AZ,2,MARICOPA
SUN CITY,CA,1,RIVERSIDE
SUN CITY CENTER,FL,1,HILLSBOROUGH
SUN CITY WEST,AZ,1,MARICOPA
SUN VALLEY,CA,1,LOS ANGELES
SUNBURY,PA,1,NORTHUMBERLAND
SUNDANCE,WY,1,CROOK
SUNNYSIDE,WA,1,YAKIMA
SUNNYVALE,TX,1,DALLAS
SUNRISE,FL,2,BROWARD
SUPERIOR,MT,1,MINERAL
SUPERIOR,NE,1,NUCKOLLS
SUPERIOR,WI,1,DOUGLAS
SURPRISE,AZ,1,MARICOPA
SUSANVILLE,CA,1,LASSEN
SUSQUEHANNA,PA,1,SUSQUEHANNA
SUSSEX,NJ,1,SUSSEX
SUSUA BAJA,PR,1,YAUCO
SWAINSBORO,GA,1,EMANUEL
SWEENY,TX,1,BRAZORIA
SWEET SPRINGS,MO,1,SALINE
SWEETWATER,TN,1,MONROE
SWEETWATER,TX,1,NOLAN
SYCAMORE,IL,1,DEKALB
SYKESVILLE,MD,1,CARROLL
SYLACAUGA,AL,1,TALLADEGA
SYLMAR,CA,1,LOS ANGELES
SYLVA,NC,1,JACKSON
SYLVANIA,GA,1,SCREVEN
SYLVANIA,OH,2,LUCAS
SYLVESTER,GA,1,WORTH
SYOSSET,NY,1,NASSAU
SYRACUSE,KS,1,HAMILTON
SYRACUSE,NE,1,OTOE
SYRACUSE,NY,7,ONONDAGA
SYRACUSE,UT,1,DAVIS
TACOMA,WA,8,PIERCE
TAHLEQUAH,OK,2,CHEROKEE
TAHOKA,TX,1,LYNN
TAKOMA PARK,MD,1,MONTGOMERY
TALIHINA,OK,1,LATIMER
TALLADEGA,AL,1,TALLADEGA
TALLAHASSEE,FL,5,LEON
TALLASSEE,AL,1,ELMORE
TALLULAH,LA,1,MADISON
TAMARAC,FL,2,BROWARD
TAMPA,FL,16,HILLSBOROUGH
TAMUNING,GU,1,NOT AVAILABLE
TAOS,NM,1,TAOS
TAPPAHANNOCK,VA,1,ESSEX
TARBORO,NC,1,EDGECOMBE
TARPON SPRINGS,FL,1,PINELLAS
TARZANA,CA,2,LOS ANGELES
TAUNTON,MA,2,BRISTOL
TAVARES,FL,1,LAKE
TAVERNIER,FL,1,MONROE
TAWAS CITY,MI,1,IOSCO
TAYLOR,MI,3,WAYNE
TAYLOR,TX,1,WILLIAMSON
TAYLORVILLE,IL,1,CHRISTIAN
TAZEWELL,TN,1,CLAIBORNE
TAZEWELL,VA,1,TAZEWELL
TEANECK,NJ,1,BERGEN
TECUMSEH,MI,1,LENAWEE
TECUMSEH,NE,1,JOHNSON
TEHACHAPI,CA,1,KERN
TELL CITY,IN,1,PERRY
TEMECULA,CA,1,RIVERSIDE
TEMPE,AZ,2,MARICOPA
TEMPLE,TX,5,BELL
TEMPLETON,CA,1,SAN LUIS OBISPO
TEQUESTA,FL,1,MARTIN
TERRE HAUTE,IN,4,VIGO
TERRELL,TX,2,KAUFMAN
TERRY,MT,1,PRAIRIE
TEWKSBURY,MA,1,MIDDLESEX
TEXARKANA,AR,1,MILLER
TEXARKANA,TX,6,BOWIE
TEXAS CITY,TX,1,GALVESTON
THE DALLES,OR,1,WASCO
THE VILLAGES,FL,1,SUMTER
THE WOODLANDS,TX,8,MONTGOMERY
THERMOPOLIS,WY,2,HOT SPRINGS
THIBODAUX,LA,1,LAFOURCHE
THIEF RIVER FALLS,MN,2,['PENNINTON' 'PENNINGTON']
THOMASTON,GA,1,UPSON
THOMASVILLE,GA,2,THOMAS
THOMASVILLE,NC,1,DAVIDSON
THOMSON,GA,2,MCDUFFIE
THORNTON,CO,2,ADAMS
THOUSAND OAKS,CA,2,VENTURA
THREE RIVERS,MI,1,ST. JOSEPH
THROCKMORTON,TX,1,THROCKMORTON
TICONDEROGA,NY,1,ESSEX
TIFFIN,OH,2,SENECA
TIFTON,GA,1,TIFT
TILDEN,NE,1,ANTELOPE
TILLAMOOK,OR,1,TILLAMOOK
TINTON FALLS,NJ,1,MONMOUTH
TIOGA,ND,1,WILLIAMS
TIPTON,IN,1,TIPTON
TISHOMINGO,OK,1,JOHNSTON
TITUSVILLE,FL,1,BREVARD
TITUSVILLE,PA,1,CRAWFORD
TOCCOA,GA,1,STEPHENS
TOLEDO,OH,8,LUCAS
TOMAH,WI,2,MONROE
TOMAHAWK,WI,1,LINCOLN
TOMBALL,TX,3,HARRIS
TOMPKINSVILLE,KY,1,MONROE
TOMS RIVER,NJ,4,OCEAN
TONASKET,WA,1,OKANOGAN
TONOPAH,NV,1,NYE
TOOELE,UT,1,TOOELE
TOPEKA,KS,5,SHAWNEE
TOPPENISH,WA,1,YAKIMA
TORRANCE,CA,7,LOS ANGELES
TORRANCE,PA,1,WESTMORELAND
TORRINGTON,CT,1,LITCHFIELD
TORRINGTON,WY,2,GOSHEN
TOWANDA,PA,1,BRADFORD
TOWNSEND,MT,1,BROADWATER
TOWNSHEND,VT,1,WINDHAM
TOWSON,MD,1,BALTIMORE
TRACY,CA,1,SAN JOAQUIN
TRACY,MN,1,LYON
TRANSFER,PA,1,MERCER
TRAVELERS REST,SC,2,GREENVILLE
TRAVERSE CITY,MI,1,GRAND TRAVERSE
TREMONTON,UT,1,BOX ELDER
TRENTON,MI,1,WAYNE
TRENTON,MO,1,GRUNDY
TRENTON,NJ,5,MERCER
TRENTON,TN,1,GIBSON
TRIBUNE,KS,1,GREELEY
TRINIDAD,CO,1,LAS ANIMAS
TRINITY,FL,1,PASCO
TRINITY,TX,1,TRINITY
TROPHY CLUB,TX,1,DENTON
TROY,AL,1,PIKE
TROY,MI,1,OAKLAND
TROY,MO,1,LINCOLN
TROY,NC,1,MONTGOMERY
TROY,NY,3,RENSSELAER
TROY,OH,1,MIAMI
TROY,PA,2,BRADFORD
TRUCKEE,CA,1,NEVADA
TRUTH OR CONSEQUENCES,NM,1,SIERRA
TUALATIN,OR,1,CLACKAMAS
TUBA CITY,AZ,1,COCONINO
TUCKER,GA,1,DEKALB
TUCSON,AZ,17,PIMA
TUCUMCARI,NM,1,QUAY
TUKWILA,WA,1,KING
TULARE,CA,1,TULARE
TULIA,TX,1,SWISHER
TULLAHOMA,TN,1,COFFEE
TULSA,OK,19,TULSA
TUNKHANNOCK,PA,1,WYOMING
TUPELO,MS,2,LEE
TURBEVILLE,SC,1,CLARENDON
TURLOCK,CA,2,STANISLAUS
TURNERSVILLE,NJ,1,GLOUCESTER
TURTLE LAKE,ND,1,MCLEAN
TUSCALOOSA,AL,6,TUSCALOOSA
TUSCON,AZ,1,PIMA
TUSKEGEE,AL,1,MACON
TUSTIN,CA,2,ORANGE
TWENTYNINE PALMS,CA,1,SAN BERNARDINO
TWIN FALLS,ID,2,TWIN FALLS
TWO HARBORS,MN,1,LAKE
TWO RIVERS,WI,1,MANITOWOC
TYLER,MN,1,LINCOLN
TYLER,TX,10,SMITH
TYLERTOWN,MS,1,WALTHALL
TYNDALL,SD,1,BON HOMME
TYRONE,PA,1,BLAIR
UKIAH,CA,1,MENDOCINO
ULYSSES,KS,1,GRANT
UNION,MS,1,NEWTON
UNION,NJ,1,UNION
UNION,SC,1,UNION
UNION CITY,TN,1,OBION
UNION SPRINGS,AL,1,BULLOCK
UNIONTOWN,PA,1,FAYETTE
UNIONVILLE,MO,1,PUTNAM
UPLAND,CA,1,SAN BERNARDINO
UPLAND,PA,1,DELAWARE
UPPER SANDUSKY,OH,1,WYANDOT
URBANA,IL,2,CHAMPAIGN
URBANA,OH,1,CHAMPAIGN
UTICA,NY,5,ONEIDA
UVALDE,TX,1,UVALDE
VACAVILLE,CA,2,SOLANO
VAIL,CO,1,EAGLE
VALDESE,NC,1,BURKE
VALDEZ,AK,1,VALDEZ-CORDOVA
VALDOSTA,GA,3,LOWNDES
VALENCIA,CA,1,LOS ANGELES
VALENTINE,NE,1,CHERRY
VALHALLA,NY,2,WESTCHESTER
VALLEJO,CA,4,SOLANO
VALLEY,AL,1,CHAMBERS
VALLEY CITY,ND,1,BARNES
VALLEY STREAM,NY,1,NASSAU
VALPARAISO,IN,2,PORTER
VAN BUREN,AR,1,CRAWFORD
VAN HORN,TX,1,CULBERSON
VAN NUYS,CA,2,LOS ANGELES
VAN WERT,OH,1,VAN WERT
VANCOUVER,WA,4,CLARK
VANDALIA,IL,1,FAYETTE
VARNVILLE,SC,1,HAMPTON
VEGA BAJA,PR,1,VEGA BAJA
VENICE,FL,1,SARASOTA
VENTURA,CA,3,VENTURA
VERMILLION,SD,1,CLAY
VERNAL,UT,1,UINTAH
VERNON,CT,1,TOLLAND
VERNON,TX,2,WILBARGER
VERO BEACH,FL,3,INDIAN RIVER
VERSAILLES,KY,1,WOODFORD
VIBORG,SD,1,TURNER
VICKSBURG,MS,2,WARREN
VICTORIA,TX,6,VICTORIA
VICTORVILLE,CA,2,SAN BERNARDINO
VIDALIA,GA,1,TOOMBS
VIDALIA,LA,1,CONCORDIA
VIENNA,GA,1,DOOLY
VIEQUES,PR,1,VIEQUES
VIERA,FL,1,BREVARD
VILLA RICA,GA,1,CARROLL
VILLE PLATTE,LA,1,EVANGELINE
VINCENNES,IN,1,KNOX
VINELAND,NJ,2,CUMBERLAND
VINITA,OK,1,CRAIG
VINTON,IA,1,BENTON
VIRGINIA,MN,1,ST. LOUIS
VIRGINIA BEACH,VA,4,VIRGINIA BEACH
VIROQUA,WI,1,VERNON
VISALIA,CA,4,TULARE
VIVIAN,LA,1,CADDO
VOORHEES,NJ,1,CAMDEN
W BLOOMFIELD,MI,1,OAKLAND
WA KEENEY,KS,1,TREGO
WABASH,IN,1,WABASH
WABASHA,MN,1,WABASHA
WACO,TX,5,MCLENNAN
WACONIA,MN,1,CARVER
WADENA,MN,1,WADENA
WADESBORO,NC,2,ANSON
WADSWORTH,OH,1,MEDINA
WAGNER,SD,1,CHARLES MIX
WAGONER,OK,1,WAGONER
WAHIAWA,HI,1,HONOLULU
WAHOO,NE,1,SAUNDERS
WAILUKU,HI,1,MAUI
WAKEFIELD,RI,1,WASHINGTON
WALDRON,AR,1,SCOTT
WALLA WALLA,WA,3,WALLA WALLA
WALLINGFORD,CT,2,NEW HAVEN
WALNUT CREEK,CA,2,CONTRA COSTA
WALNUT RIDGE,AR,1,LAWRENCE
WALSENBURG,CO,1,HUERFANO
WALTERBORO,SC,1,COLLETON
WALTHAM,MA,2,MIDDLESEX
WALTON,NY,1,DELAWARE
WAMEGO,KS,1,POTTAWATOMIE
WARDS ISLAND,NY,2,NEW YORK
WARE,MA,1,HAMPSHIRE
WAREHAM,MA,1,PLYMOUTH
WARM SPRINGS,GA,3,MERIWETHER
WARM SPRINGS,MT,1,DEER LODGE
WARNER ROBINS,GA,1,HOUSTON
WARREN,AR,1,BRADLEY
WARREN,MI,3,MACOMB
WARREN,MN,2,MARSHALL
WARREN,OH,5,TRUMBULL
WARREN,PA,1,WARREN
WARRENSBURG,MO,1,JOHNSON
WARRENSVILLE HEIGHTS,OH,2,CUYAHOGA
WARRENSVILLE HTS,OH,1,CUYAHOGA
WARRENTON,VA,1,FAUQUIER
WARSAW,IN,2,KOSCIUSKO
WARSAW,NY,1,WYOMING
WARWICK,NY,1,ORANGE
WARWICK,RI,1,KENT
WASECA,MN,1,WASECA
WASHINGTON,DC,15,DISTRICT OF COLUMBIA
WASHINGTON,GA,1,WILKES
WASHINGTON,IA,1,WASHINGTON
WASHINGTON,IN,1,DAVIESS
WASHINGTON,KS,1,WASHINGTON
WASHINGTON,MO,1,FRANKLIN
WASHINGTON,NC,1,BEAUFORT
WASHINGTON,PA,2,WASHINGTON
WASHINGTON CH,OH,1,FAYETTE
WATER VALLEY,MS,1,YALOBUSHA
WATERBURY,CT,2,NEW HAVEN
WATERBURY,VT,1,WASHINGTON
WATERFORD,WI,1,RACINE
WATERLOO,IA,2,BLACK HAWK
WATERTOWN,NY,1,JEFFERSON
WATERTOWN,SD,1,CODINGTON
WATERTOWN,WI,1,DODGE
WATERVILLE,ME,3,KENNEBEC
WATERVLIET,MI,1,BERRIEN
WATFORD CITY,ND,1,MCKENZIE
WATONGA,OK,1,BLAINE
WATSEKA,IL,1,IROQUOIS
WATSONVILLE,CA,1,SANTA CRUZ
WAUCHULA,FL,1,HARDEE
WAUKEGAN,IL,2,LAKE
WAUKESHA,WI,3,WAUKESHA
WAUKON,IA,1,ALLAMAKEE
WAUPACA,WI,1,WAUPACA
WAUPUN,WI,1,DODGE
WAURIKA,OK,1,JEFFERSON
WAUSAU,WI,2,MARATHON
WAUSEON,OH,1,FULTON
WAUWATOSA,WI,2,MILWAUKEE
WAVERLY,IA,1,BREMER
WAVERLY,KS,1,COFFEY
WAVERLY,OH,1,PIKE
WAVERLY,TN,1,HUMPHREYS
WAXAHACHIE,TX,2,ELLIS
WAYCROSS,GA,2,WARE
WAYMART,PA,1,WAYNE
WAYNE,MI,1,WAYNE
WAYNE,NE,1,WAYNE
WAYNE,NJ,2,PASSAIC
WAYNESBORO,GA,1,BURKE
WAYNESBORO,MS,1,WAYNE
WAYNESBORO,PA,1,FRANKLIN
WAYNESBORO,TN,1,WAYNE
WAYNESBURG,PA,1,GREENE
WEATHERFORD,OK,1,CUSTER
WEATHERFORD,TX,2,PARKER
WEAVERVILLE,CA,1,TRINITY
WEBSTER,SD,1,DAY
WEBSTER,TX,7,HARRIS
WEBSTER CITY,IA,1,HAMILTON
WEBSTER SPRINGS,WV,1,WEBSTER
WEDOWEE,AL,1,RANDOLPH
WEIMAR,TX,1,COLORADO
WEIRTON,WV,2,BROOKE
WEISER,ID,1,WASHINGTON
WELCH,WV,1,MCDOWELL
WELLINGTON,FL,1,PALM BEACH
WELLINGTON,KS,1,SUMNER
WELLINGTON,TX,1,COLLINGSWORTH
WELLSBORO,PA,1,TIOGA
WELLSVILLE,NY,1,ALLEGANY
WENATCHEE,WA,2,CHELAN
WENTZVILLE,MO,1,ST. CHARLES
WERNERSVILLE,PA,1,BERKS
WESLACO,TX,2,HIDALGO
WESLEY CHAPEL,FL,2,PASCO
WESSINGTON SPRINGS,SD,1,JERAULD
WEST ALLIS,WI,3,MILWAUKEE
WEST BEND,WI,1,WASHINGTON
WEST BRANCH,MI,1,OGEMAW
WEST BURLINGTON,IA,1,DES MOINES
WEST CHESTER,OH,3,BUTLER
WEST CHESTER,PA,2,CHESTER
WEST COLUMBIA,SC,3,LEXINGTON
WEST COVINA,CA,3,LOS ANGELES
WEST DES MOINES,IA,2,POLK
WEST GROVE,PA,1,CHESTER
WEST HARTFORD,CT,1,HARTFORD
WEST HARVESTRAW,NY,1,ROCKLAND
WEST HAVEN,CT,1,NEW HAVEN
WEST HILLS,CA,1,LOS ANGELES
WEST ISLIP,NY,1,SUFFOLK
WEST JORDAN,UT,2,SALT LAKE
WEST LAFAYETTE,IN,1,TIPPECANOE
WEST LIBERTY,KY,1,MORGAN
WEST MEMPHIS,AR,2,CRITTENDEN
WEST MONROE,LA,4,OUACHITA
WEST ORANGE,NJ,1,ESSEX
WEST PALM BEACH,FL,5,PALM BEACH
WEST PLAINS,MO,1,HOWELL
WEST POINT,MS,1,CLAY
WEST POINT,NE,1,CUMING
WEST POINT,NY,1,ORANGE
WEST ROXBURY,MA,1,SUFFOLK
WEST SENECA,NY,1,ERIE
WEST TRENTON,NJ,1,MERCER
WEST UNION,IA,1,FAYETTE
WEST VALLEY CITY,UT,1,SALT LAKE
WESTAMPTON TOWNSHIP,NJ,1,BURLINGTON
WESTBOROUGH,MA,1,WORCESTER
WESTBROOK,ME,2,CUMBERLAND
WESTBROOK,MN,1,COTTONWOOD
WESTERLY,RI,1,WASHINGTON
WESTERVILLE,OH,3,['DELAWARE' 'FRANKLIN']
WESTFIELD,MA,2,HAMPDEN
WESTFIELD,NY,1,CHAUTAUQUA
WESTLAKE,OH,1,CUYAHOGA
WESTLAKE VILAGE,CA,1,VENTURA
WESTMINSTER,CA,1,ORANGE
WESTMINSTER,CO,2,['BROOMFIELD' 'ADAMS']
WESTMINSTER,MD,1,CARROLL
WESTON,FL,1,BROWARD
WESTON,WI,1,MARATHON
WESTON,WV,2,LEWIS
WESTWOOD,MA,1,NORFOLK
WESTWOOD,NJ,2,BERGEN
WETUMPKA,AL,1,ELMORE
WEYMOUTH,MA,1,NORFOLK
WHARTON,TX,1,WHARTON
WHEAT RIDGE,CO,1,JEFFERSON
WHEATLAND,WY,1,PLATTE
WHEATON,IL,1,DUPAGE
WHEATON,MN,1,TRAVERSE
WHEELER,TX,1,WHEELER
WHEELING,WV,4,OHIO
WHITE PLAINS,NY,3,WESTCHESTER
WHITE RIVER JUNCTION,VT,1,WINDSOR
WHITE SALMON,WA,1,KLICKITAT
WHITE SULPHUR,MT,1,MEAGHER
WHITEFISH,MT,1,FLATHEAD
WHITEHALL,WI,1,TREMPEALEAU
WHITERIVER,AZ,1,NAVAJO
WHITESBURG,KY,1,LETCHER
WHITEVILLE,NC,1,COLUMBUS
WHITFIELD,MS,3,RANKIN
WHITNEY,TX,1,HILL
WHITTIER,CA,2,LOS ANGELES
WICHITA,KS,13,SEDGWICK
WICHITA FALLS,TX,6,WICHITA
WICKENBURG,AZ,2,MARICOPA
WIGGINS,MS,1,STONE
WILBURTON,OK,1,LATIMER
WILD ROSE,WI,1,WAUSHARA
WILDOMAR,CA,1,RIVERSIDE
WILDWOOD,GA,1,DADE
WILKES-BARRE,PA,5,LUZERNE
WILLARD,OH,1,HURON
WILLCOX,AZ,1,COCHISE
WILLIAMSBURG,VA,6,['JAMES CITY' 'YORK' 'WILLIAMSBURG']
WILLIAMSON,WV,1,MINGO
WILLIAMSPORT,IN,1,WARREN
WILLIAMSPORT,PA,2,LYCOMING
WILLIAMSTON,NC,1,MARTIN
WILLIAMSTOWN,KY,1,GRANT
WILLIAMSTOWN,NJ,1,GLOUCESTER
WILLIAMSVILLE,NY,1,ERIE
WILLIMANTIC,CT,1,WINDHAM
WILLINGBORO,NJ,2,BURLINGTON
WILLISTON,FL,1,LEVY
WILLISTON,ND,1,WILLIAMS
WILLITS,CA,1,MENDOCINO
WILLMAR,MN,1,KANDIYOHI
WILLOUGHBY,OH,2,LAKE
WILLOWS,CA,1,GLENN
WILMINGTON,DE,5,NEW CASTLE
WILMINGTON,NC,2,NEW HANOVER
WILMINGTON,OH,1,CLINTON
WILSON,NC,1,WILSON
WINAMAC,IN,1,PULASKI
WINCHESTER,IN,1,RANDOLPH
